exec_managerial,marginal_professions,other,prof_specialty,sales,tecnical_services,transport_moving,unemployed,age,workclass,education_num,marital_status,race,sex,hours_per_week,target,capital
0,0,0,0,0,0,0,0,36,1,12,0,1,1,42,0,0
0,0,1,0,0,0,0,0,51,0,5,0,1,1,40,0,0
0,0,0,1,0,0,0,0,46,1,16,1,1,0,60,1,0
1,0,0,0,0,0,0,0,42,1,9,0,0,1,50,0,5455
0,0,0,1,0,0,0,0,25,0,13,0,1,1,40,0,0
0,1,0,0,0,0,0,0,22,1,9,0,1,0,50,0,0
0,0,1,0,0,0,0,0,37,1,9,1,1,0,40,0,0
0,0,0,0,1,0,0,0,48,1,13,0,1,0,40,1,0
0,0,0,1,0,0,0,0,61,1,13,1,1,0,50,1,15024
0,0,0,0,0,0,1,0,40,1,8,1,0,0,40,0,0
1,0,0,0,0,0,0,0,58,1,9,1,1,1,20,1,0
0,1,0,0,0,0,0,0,52,1,9,0,1,0,20,0,0
0,0,1,0,0,0,0,0,18,1,7,0,0,0,20,0,0
0,0,0,0,0,1,0,0,27,1,6,1,1,0,40,0,0
0,0,0,1,0,0,0,0,48,1,10,1,1,0,45,0,5013
0,0,1,0,0,0,0,0,63,1,5,1,1,0,16,0,0
0,0,1,0,0,0,0,0,38,1,9,1,1,0,60,0,0
0,0,0,0,0,0,0,0,31,1,10,1,1,0,40,0,-2051
0,0,0,1,0,0,0,0,40,1,10,1,1,0,60,0,0
1,0,0,0,0,0,0,0,41,1,9,0,1,0,40,0,0
0,0,0,1,0,0,0,0,28,1,13,0,1,1,40,0,2174
0,0,0,1,0,0,0,0,31,1,15,0,1,0,50,1,14084
0,0,1,0,0,0,0,0,32,1,11,1,1,0,55,1,0
0,1,0,0,0,0,0,0,30,1,9,0,0,0,72,0,0
0,0,1,0,0,0,0,0,39,0,9,0,1,0,40,0,-1876
0,0,0,0,1,0,0,0,28,1,13,1,1,0,50,0,0
0,1,0,0,0,0,0,0,31,1,9,0,0,1,35,0,0
0,0,0,0,0,0,0,1,21,1,10,0,1,0,20,0,0
0,0,0,0,0,0,0,1,33,1,9,0,1,1,40,0,0
0,0,0,1,0,0,0,0,44,0,14,1,1,0,40,1,0
0,1,0,0,0,0,0,0,22,1,10,0,1,0,25,0,0
0,0,1,0,0,0,0,0,42,1,9,1,1,0,40,0,0
0,0,1,0,0,0,0,0,36,1,12,1,1,0,35,0,0
1,0,0,0,0,0,0,0,39,1,14,0,1,0,40,0,-1974
1,0,0,0,0,0,0,0,61,1,10,1,1,0,40,0,-1672
0,0,0,0,0,0,1,0,31,1,9,0,1,0,40,0,0
0,0,1,0,0,0,0,0,21,1,10,0,1,1,25,0,0
0,1,0,0,0,0,0,0,39,1,10,1,1,0,90,0,2829
0,1,0,0,0,0,0,0,34,1,9,1,1,0,80,0,0
0,0,1,0,0,0,0,0,21,1,10,0,1,0,15,0,0
0,0,0,1,0,0,0,0,75,1,13,0,1,0,48,1,0
0,0,1,0,0,0,0,0,21,1,10,0,1,0,24,0,0
0,0,0,0,1,0,0,0,81,1,10,1,1,0,15,0,0
0,0,1,0,0,0,0,0,54,1,9,0,1,0,40,0,0
0,0,0,1,0,0,0,0,34,1,13,1,1,0,65,0,0
0,0,0,1,0,0,0,0,54,1,15,1,0,0,50,1,99999
0,0,1,0,0,0,0,0,41,1,9,1,0,0,45,0,0
0,0,0,0,0,0,0,1,61,1,13,0,1,1,40,0,0
0,0,1,0,0,0,0,0,63,1,9,1,1,0,20,0,2580
0,0,0,0,0,1,0,0,24,1,10,0,1,0,40,0,0
0,0,0,0,0,0,0,0,20,1,9,1,1,1,40,0,0
0,0,0,1,0,0,0,0,44,0,13,0,1,1,60,0,0
0,0,0,0,1,0,0,0,47,1,13,1,1,0,40,1,0
0,0,1,0,0,0,0,0,31,1,10,1,1,0,40,0,0
0,0,1,0,0,0,0,0,41,1,4,0,1,0,40,0,-1590
0,0,1,0,0,0,0,0,53,1,9,1,1,0,60,0,0
0,0,0,0,0,0,0,0,63,1,9,1,1,1,40,0,3471
0,0,0,1,0,0,0,0,44,1,14,1,1,0,45,1,0
0,0,1,0,0,0,0,0,37,1,9,1,1,0,46,1,0
0,0,1,0,0,0,0,0,28,1,10,1,1,0,50,1,0
0,0,0,0,0,0,0,1,71,1,10,1,1,0,10,0,0
0,0,0,0,0,0,0,0,57,1,9,0,1,1,40,0,0
0,1,0,0,0,0,0,0,22,1,10,0,1,0,10,0,0
0,0,0,0,0,0,0,0,33,0,13,1,1,0,45,1,-1848
0,0,0,0,0,0,0,0,30,1,10,0,1,1,55,0,0
0,0,1,0,0,0,0,0,20,1,9,0,1,0,40,0,0
0,0,0,0,0,0,0,0,28,1,13,0,1,1,45,0,0
0,1,0,0,0,0,0,0,54,1,7,0,0,1,10,0,0
0,1,0,0,0,0,0,0,20,1,9,0,1,0,35,0,0
1,0,0,0,0,0,0,0,34,1,9,1,1,0,40,0,0
0,0,0,0,0,0,0,0,21,1,10,0,1,0,40,0,0
0,0,1,0,0,0,0,0,29,0,10,0,1,1,40,0,0
1,0,0,0,0,0,0,0,51,1,10,0,1,1,40,0,0
0,0,0,0,0,1,0,0,39,1,9,0,0,1,70,0,0
0,0,0,0,0,0,0,0,19,1,10,0,0,1,38,0,0
0,1,0,0,0,0,0,0,22,0,9,0,1,0,40,0,0
0,0,0,0,0,0,0,0,59,0,10,0,1,1,38,0,0
0,0,0,0,1,0,0,0,18,1,7,0,1,0,13,0,0
0,0,1,0,0,0,0,0,22,1,9,0,1,0,20,0,0
0,0,1,0,0,0,0,0,42,0,10,1,1,0,40,1,0
0,0,1,0,0,0,0,0,39,1,12,0,1,0,40,0,0
0,0,0,0,1,0,0,0,31,1,13,1,1,0,40,1,0
0,0,1,0,0,0,0,0,28,1,7,0,1,1,40,0,0
1,0,0,0,0,0,0,0,22,1,13,0,1,1,7,0,0
0,0,1,0,0,0,0,0,67,1,14,0,1,1,40,0,0
0,0,0,0,1,0,0,0,17,1,7,0,1,1,25,0,0
0,0,0,0,0,0,0,0,47,0,12,1,1,0,40,1,0
0,0,0,0,0,0,0,0,23,1,13,0,1,1,5,0,0
0,0,1,0,0,0,0,0,20,1,9,1,1,1,40,0,0
0,0,0,0,1,0,0,0,22,1,9,0,1,1,40,0,0
0,0,0,0,0,0,1,0,47,0,4,1,1,0,40,0,0
0,0,0,0,1,0,0,0,49,1,10,1,1,1,40,1,0
0,0,0,0,0,0,0,1,64,1,10,1,1,0,20,0,0
1,0,0,0,0,0,0,0,35,0,10,0,0,1,40,0,0
1,0,0,0,0,0,0,0,52,0,10,0,1,1,40,0,0
0,0,0,0,1,0,0,0,29,1,9,0,1,1,40,0,0
0,0,0,0,1,0,0,0,73,1,6,0,1,1,40,0,0
0,0,0,1,0,0,0,0,38,1,9,1,1,0,50,1,0
1,0,0,0,0,0,0,0,59,1,9,1,1,0,52,1,-1902
0,0,1,0,0,0,0,0,35,1,10,1,1,0,35,0,4064
0,0,0,0,1,0,0,0,18,1,10,0,1,1,15,0,0
0,0,0,0,0,0,0,0,24,1,9,1,0,1,40,0,0
0,0,0,1,0,0,0,0,33,0,13,1,1,0,50,0,0
1,0,0,0,0,0,0,0,40,1,10,0,0,1,55,0,0
0,0,0,0,0,0,0,0,55,1,9,0,1,1,40,0,0
0,0,0,1,0,0,0,0,44,1,9,0,1,0,40,0,0
0,0,0,1,0,0,0,0,40,1,13,0,1,1,60,0,0
0,1,0,0,0,0,0,0,22,1,9,0,1,0,40,0,0
1,0,0,0,0,0,0,0,55,1,10,1,1,1,40,1,0
0,0,0,0,0,1,0,0,45,1,9,0,1,1,26,0,0
0,0,0,1,0,0,0,0,47,0,13,0,1,1,50,1,0
0,0,1,0,0,0,0,0,56,1,9,1,1,0,40,0,0
0,0,0,0,0,1,0,0,44,1,9,1,0,0,40,0,0
0,0,0,0,0,0,0,0,32,0,10,0,1,0,38,0,0
0,0,1,0,0,0,0,0,17,1,6,0,1,0,20,0,0
1,0,0,0,0,0,0,0,44,1,10,0,1,0,50,0,0
0,0,0,0,1,0,0,0,32,1,12,0,1,0,80,0,0
0,0,0,0,1,0,0,0,35,1,13,1,1,0,60,1,0
0,0,1,0,0,0,0,0,27,1,9,1,1,0,40,0,0
0,0,0,1,0,0,0,0,32,1,9,1,1,0,50,0,0
0,0,0,0,0,0,1,0,68,1,7,0,1,0,70,0,0
0,0,1,0,0,0,0,0,20,1,10,0,1,1,20,0,0
0,0,0,0,0,0,0,0,33,1,10,0,0,1,40,0,0
0,1,0,0,0,0,0,0,24,1,5,0,1,0,12,0,0
0,0,1,0,0,0,0,0,48,1,9,1,1,0,45,0,0
0,0,0,1,0,0,0,0,45,1,14,0,1,1,50,0,0
0,0,0,0,0,0,0,0,48,1,10,0,1,1,40,0,0
0,0,0,1,0,0,0,0,28,1,14,1,1,0,45,1,0
0,0,0,0,0,0,0,1,60,1,10,1,1,0,35,1,0
0,0,0,1,0,0,0,0,39,0,14,0,1,1,40,0,0
0,0,1,0,0,0,0,0,23,1,10,0,1,0,30,0,0
1,0,0,0,0,0,0,0,23,0,8,0,1,0,40,0,0
0,0,0,0,0,0,0,0,36,1,10,0,1,1,40,0,0
0,0,0,1,0,0,0,0,25,1,13,1,1,1,40,0,0
0,0,1,0,0,0,0,0,52,1,9,0,1,0,40,0,0
0,0,1,0,0,0,0,0,35,1,9,1,1,0,40,0,0
1,0,0,0,0,0,0,0,41,1,9,1,1,0,40,0,0
0,0,0,0,1,0,0,0,45,1,13,1,1,1,42,1,0
0,0,0,1,0,0,0,0,37,0,14,1,1,0,40,1,0
0,0,0,1,0,0,0,0,58,1,11,0,1,1,40,0,0
0,0,0,0,0,0,0,0,67,1,9,1,1,1,2,0,0
0,0,0,1,0,0,0,0,48,1,9,1,1,1,8,0,0
0,0,1,0,0,0,0,0,63,1,9,1,1,0,48,0,0
0,1,0,0,0,0,0,0,24,0,10,1,1,0,72,1,0
0,0,1,0,0,0,0,0,43,1,10,1,1,0,40,1,0
0,0,0,0,0,0,1,0,36,1,9,0,1,0,60,0,0
0,0,0,0,0,0,1,0,32,1,9,1,1,0,72,0,0
0,0,1,0,0,0,0,0,36,1,10,0,0,0,40,0,0
0,0,0,0,0,0,0,0,43,1,10,0,1,1,50,0,0
0,0,0,0,0,0,0,0,27,1,9,0,0,1,40,0,0
0,0,1,0,0,0,0,0,17,1,7,0,1,0,12,0,0
0,0,0,0,1,0,0,0,45,1,13,0,1,1,46,0,0
0,0,1,0,0,0,0,0,41,1,9,1,1,0,40,0,0
1,0,0,0,0,0,0,0,41,1,9,1,1,0,38,0,0
0,0,0,0,0,0,0,1,18,1,9,0,1,1,35,0,0
0,0,0,0,0,0,0,0,48,0,12,0,0,1,40,0,0
0,0,0,0,0,0,0,1,51,1,11,1,1,0,50,1,0
0,0,1,0,0,0,0,0,26,1,10,0,1,1,24,0,0
0,1,0,0,0,0,0,0,54,1,1,1,1,0,60,0,0
0,0,0,0,1,0,0,0,22,1,10,0,1,1,48,0,0
0,0,0,0,0,0,1,0,19,1,9,0,1,0,35,0,0
0,1,0,0,0,0,0,0,47,1,4,0,0,0,40,0,0
0,0,1,0,0,0,0,0,32,1,9,0,1,1,20,0,0
1,0,0,0,0,0,0,0,46,1,13,1,1,0,60,1,15024
0,0,0,0,0,1,0,0,30,1,13,0,1,1,40,1,0
1,0,0,0,0,0,0,0,35,1,14,0,0,0,40,0,0
0,0,0,0,0,1,0,0,52,1,11,1,1,0,40,0,5013
0,1,0,0,0,0,0,0,73,1,8,1,1,0,18,0,0
0,0,1,0,0,0,0,0,17,1,6,0,1,0,10,0,0
0,0,0,1,0,0,0,0,32,1,13,0,1,1,32,0,0
0,0,0,1,0,0,0,0,43,0,14,1,1,0,40,1,0
0,0,0,0,0,0,0,1,19,1,9,0,1,0,40,0,0
0,0,0,0,0,1,0,0,26,1,9,0,0,1,40,0,0
1,0,0,0,0,0,0,0,41,0,14,1,1,0,40,1,0
0,0,0,0,1,0,0,0,49,1,12,1,1,0,60,1,15024
0,1,0,0,0,0,0,0,52,0,10,0,1,0,40,0,0
0,0,0,0,0,0,0,0,35,1,9,0,1,1,32,0,0
0,0,1,0,0,0,0,0,57,1,7,1,1,0,52,0,0
0,0,0,1,0,0,0,0,35,1,11,0,1,1,44,0,0
0,0,0,1,0,0,0,0,33,1,13,0,1,0,40,0,0
0,0,0,0,0,0,1,0,56,1,4,0,1,0,40,0,0
0,0,0,0,1,0,0,0,42,1,13,0,1,0,60,0,0
0,0,0,0,0,0,0,0,17,1,10,0,1,0,20,0,0
0,0,0,0,0,0,0,0,49,1,9,0,1,1,35,0,0
0,0,0,1,0,0,0,0,39,1,15,1,1,0,45,1,0
0,0,0,0,0,0,0,0,34,1,10,0,1,1,50,0,0
0,0,0,1,0,0,0,0,37,1,10,0,0,0,40,0,0
0,0,1,0,0,0,0,0,22,1,8,0,1,0,35,0,0
0,0,1,0,0,0,0,0,27,1,11,1,1,0,40,0,0
0,0,0,0,1,0,0,0,21,1,10,0,1,1,25,0,0
0,0,0,0,0,0,0,1,59,1,10,1,1,0,40,0,0
0,0,0,0,0,0,0,0,44,1,13,1,1,0,40,1,3103
0,0,0,0,0,0,1,0,53,1,6,0,1,0,99,0,0
0,0,1,0,0,0,0,0,26,1,7,0,1,0,40,0,0
1,0,0,0,0,0,0,0,48,1,13,1,1,0,45,1,0
1,0,0,0,0,0,0,0,39,1,13,1,1,0,70,0,0
0,0,1,0,0,0,0,0,34,1,9,0,0,1,32,0,0
1,0,0,0,0,0,0,0,54,0,13,1,1,0,38,0,0
0,0,0,0,0,0,1,0,36,1,9,1,1,0,50,1,7298
0,0,0,1,0,0,0,0,60,1,9,1,1,0,40,0,5013
0,1,0,0,0,0,0,0,50,1,9,1,1,0,40,1,0
0,0,0,1,0,0,0,0,48,0,13,1,1,0,45,0,0
0,0,0,0,0,0,0,0,35,1,10,0,1,1,40,0,-2205
0,0,0,1,0,0,0,0,40,1,12,0,1,1,50,0,0
1,0,0,0,0,0,0,0,30,1,13,1,1,0,70,0,0
0,0,0,0,0,1,0,0,65,1,10,1,1,0,40,1,6514
0,0,1,0,0,0,0,0,31,1,9,1,1,0,60,0,0
0,0,0,0,0,0,0,0,46,0,12,1,1,0,40,0,0
0,0,0,0,0,0,0,1,67,1,5,0,1,1,40,0,2050
1,0,0,0,0,0,0,0,62,1,11,1,1,0,50,0,0
1,0,0,0,0,0,0,0,38,1,13,0,1,1,40,0,0
0,0,1,0,0,0,0,0,24,1,13,0,1,1,30,0,0
0,0,0,0,1,0,0,0,24,1,10,0,0,1,50,0,0
0,0,0,1,0,0,0,0,27,1,13,0,1,1,48,0,0
0,0,1,0,0,0,0,0,43,0,12,0,1,1,30,0,0
0,1,0,0,0,0,0,0,48,1,9,0,0,1,40,0,0
0,0,1,0,0,0,0,0,41,1,9,0,0,0,40,0,0
0,0,0,0,0,1,0,0,30,1,10,1,0,1,45,0,0
0,0,0,0,1,0,0,0,38,1,13,1,1,0,40,1,0
0,0,0,1,0,0,0,0,45,1,15,0,1,0,40,1,0
0,0,0,1,0,0,0,0,45,1,13,0,1,0,40,0,0
0,0,0,0,0,0,0,0,55,1,10,0,1,1,38,0,0
1,0,0,0,0,0,0,0,46,1,4,1,1,0,75,0,0
0,0,0,1,0,0,0,0,24,1,13,0,0,0,40,0,0
0,0,0,0,0,0,0,0,31,0,10,0,0,1,25,0,0
0,0,1,0,0,0,0,0,35,1,9,1,1,0,35,0,0
0,0,0,0,0,0,0,0,37,0,10,0,1,1,40,0,0
0,0,0,1,0,0,0,0,29,1,10,1,1,0,45,0,0
1,0,0,0,0,0,0,0,56,1,13,1,1,0,50,1,0
0,0,0,0,0,0,0,1,60,1,9,1,1,0,40,1,-1848
1,0,0,0,0,0,0,0,25,1,13,0,1,0,60,0,-1590
0,0,0,0,0,1,0,0,33,1,6,1,1,0,40,0,0
0,0,0,0,1,0,0,0,44,1,9,0,1,1,40,0,0
0,0,1,0,0,0,0,0,21,1,9,0,1,0,40,0,0
0,0,0,0,0,0,0,0,21,1,9,0,1,0,40,0,0
1,0,0,0,0,0,0,0,46,0,14,1,1,0,40,1,0
1,0,0,0,0,0,0,0,44,1,10,1,1,0,50,1,0
1,0,0,0,0,0,0,0,63,1,13,0,1,1,40,0,0
0,0,0,0,0,0,0,0,44,1,9,1,1,1,30,0,0
0,0,1,0,0,0,0,0,31,1,10,1,1,0,45,0,0
1,0,0,0,0,0,0,0,26,1,10,1,1,0,42,0,0
0,0,0,0,0,0,1,0,37,1,9,0,1,0,50,0,0
0,0,0,0,0,0,0,1,60,1,10,0,1,1,40,1,0
0,0,1,0,0,0,0,0,33,1,13,1,1,0,45,0,0
1,0,0,0,0,0,0,0,38,1,13,1,1,0,40,0,0
0,0,0,0,1,0,0,0,26,1,11,0,1,1,35,0,0
1,0,0,0,0,0,0,0,46,1,11,0,0,1,63,0,0
0,0,1,0,0,0,0,0,24,1,9,0,1,1,35,0,0
0,0,0,1,0,0,0,0,47,0,14,1,1,0,35,1,0
0,0,0,0,0,1,0,0,27,1,10,0,1,1,30,0,0
0,0,1,0,0,0,0,0,46,1,10,1,1,0,40,0,0
0,0,0,0,0,0,0,0,47,0,12,1,0,0,40,1,0
0,0,0,0,0,0,0,0,47,1,9,0,1,0,40,0,0
0,0,0,0,0,1,0,0,69,1,9,0,1,0,40,0,2538
0,0,0,0,1,0,0,0,32,1,9,1,1,0,40,1,7298
0,0,0,0,0,0,1,0,51,1,9,1,0,0,40,0,0
0,0,0,0,1,0,0,0,36,1,9,1,1,0,40,1,0
0,0,0,1,0,0,0,0,50,0,14,1,1,1,40,0,0
0,0,0,1,0,0,0,0,29,1,16,1,0,0,60,0,0
0,0,0,1,0,0,0,0,32,1,15,1,1,0,40,0,3908
0,0,0,0,0,0,1,0,27,1,6,0,0,0,75,0,0
0,0,0,0,0,0,0,0,60,1,4,0,1,1,35,0,0
0,0,1,0,0,0,0,0,31,1,9,1,1,0,40,0,0
0,0,1,0,0,0,0,0,46,1,12,1,1,0,40,0,0
0,0,0,0,0,0,0,0,40,0,9,0,1,1,40,0,0
0,0,1,0,0,0,0,0,39,1,10,1,0,0,52,1,0
0,0,0,0,1,0,0,0,69,1,4,1,1,0,55,0,0
1,0,0,0,0,0,0,0,54,1,13,1,1,0,40,1,0
0,0,0,0,0,0,0,0,56,1,9,0,1,1,40,0,0
0,0,0,0,0,0,0,0,47,0,10,0,1,1,40,0,0
0,0,0,0,0,1,0,0,25,1,12,0,1,1,45,0,0
0,0,0,0,0,0,1,0,34,1,9,1,1,0,60,0,0
0,1,0,0,0,0,0,0,24,1,4,0,1,0,50,0,0
0,0,1,0,0,0,0,0,63,1,10,1,1,0,45,0,10566
0,0,0,1,0,0,0,0,29,0,14,1,1,0,50,0,0
0,0,0,0,0,0,0,0,64,1,10,1,1,0,40,0,0
0,0,0,1,0,0,0,0,44,1,13,0,1,0,40,0,0
0,0,1,0,0,0,0,0,26,1,9,0,1,0,60,0,0
0,0,1,0,0,0,0,0,36,1,6,0,1,1,40,0,0
0,0,0,0,0,0,0,0,55,0,13,1,1,0,38,1,7688
0,1,0,0,0,0,0,0,37,1,9,1,1,1,40,1,0
0,0,0,0,0,1,0,0,37,1,6,0,1,0,65,0,0
0,0,0,1,0,0,0,0,63,1,13,1,1,1,36,1,7688
0,0,0,0,0,0,1,0,33,1,9,1,1,0,60,0,0
0,0,0,0,0,0,0,0,19,1,10,0,1,1,10,0,0
0,0,0,1,0,0,0,0,57,0,14,1,0,1,40,1,-1977
0,0,0,0,1,0,0,0,31,1,12,1,1,0,45,1,4386
0,0,0,0,0,0,0,1,20,1,10,0,1,1,30,0,0
1,0,0,0,0,0,0,0,58,0,9,1,1,0,40,1,7298
0,0,0,0,0,0,0,1,20,1,10,0,1,1,20,0,0
0,0,0,0,1,0,0,0,25,1,10,1,1,0,40,0,0
0,0,0,0,0,0,0,0,40,1,9,0,1,1,40,0,0
0,0,1,0,0,0,0,0,18,1,7,0,1,0,20,0,1055
0,0,0,0,0,0,0,0,26,1,9,0,1,0,40,0,0
0,0,0,1,0,0,0,0,29,1,16,1,1,0,50,1,0
0,0,0,1,0,0,0,0,45,0,13,1,0,0,40,0,0
0,0,0,0,0,0,0,0,35,0,10,0,1,1,38,0,0
0,0,0,0,0,1,0,0,32,1,10,0,1,0,45,0,0
0,0,1,0,0,0,0,0,61,1,9,0,1,1,40,0,0
0,0,0,1,0,0,0,0,26,0,13,0,1,0,15,0,0
0,0,1,0,0,0,0,0,56,1,9,1,1,0,40,1,3103
0,0,0,0,0,0,0,0,22,1,10,0,0,1,39,0,0
0,0,0,0,0,1,0,0,49,1,13,1,0,0,48,0,0
0,0,1,0,0,0,0,0,40,1,9,1,1,1,12,0,0
1,0,0,0,0,0,0,0,37,1,9,0,1,0,40,0,0
0,0,0,0,0,0,0,1,23,1,13,0,1,0,50,0,0
0,0,0,0,1,0,0,0,28,1,13,1,1,0,60,1,0
0,0,0,0,0,1,0,0,27,1,9,1,1,0,40,0,0
0,0,0,0,1,0,0,0,34,1,11,0,1,1,40,0,0
0,1,0,0,0,0,0,0,49,1,5,1,1,0,45,0,0
0,0,1,0,0,0,0,0,41,1,10,0,0,0,40,0,0
0,0,0,0,0,0,0,0,28,1,13,0,1,0,21,0,0
1,0,0,0,0,0,0,0,38,1,10,1,1,0,55,1,0
0,1,0,0,0,0,0,0,47,0,12,1,1,0,40,0,-1740
0,1,0,0,0,0,0,0,28,0,9,1,1,0,40,0,0
0,0,0,1,0,0,0,0,44,0,14,1,1,0,50,1,7688
0,0,0,1,0,0,0,0,41,0,13,0,1,0,40,0,0
0,0,0,1,0,0,0,0,50,1,15,1,1,0,36,1,0
0,0,1,0,0,0,0,0,73,1,9,0,1,0,24,0,0
0,0,1,0,0,0,0,0,21,1,10,0,0,0,40,0,0
0,0,0,0,0,0,0,0,38,1,9,0,1,1,40,0,0
0,0,0,0,0,0,0,1,64,1,14,1,1,0,2,0,0
0,0,0,0,0,1,0,0,47,1,10,0,1,1,40,0,0
0,0,0,0,0,0,1,0,52,1,10,1,1,0,60,1,15024
0,0,0,0,1,0,0,0,24,1,13,0,1,0,45,0,0
1,0,0,0,0,0,0,0,44,1,13,1,1,0,40,1,0
0,0,0,0,0,1,0,0,27,1,4,0,1,0,40,0,-974
0,0,0,0,1,0,0,0,61,1,10,1,0,0,60,1,0
0,0,0,0,1,0,0,0,58,1,13,1,1,0,40,1,15024
0,0,0,0,1,0,0,0,51,1,13,0,1,1,43,1,-1564
0,0,0,0,1,0,0,0,49,1,10,0,1,1,55,0,0
0,0,0,0,0,0,0,0,23,1,10,0,0,0,20,0,0
0,0,0,0,0,0,0,0,19,1,11,0,0,1,40,0,0
0,1,0,0,0,0,0,0,21,1,9,0,1,0,53,0,0
0,0,0,0,1,0,0,0,56,1,7,0,1,1,40,0,0
0,0,1,0,0,0,0,0,35,1,8,1,1,0,40,0,0
0,0,0,0,0,1,0,0,37,0,10,0,0,1,20,0,0
0,0,0,0,1,0,0,0,41,1,16,0,1,1,50,1,0
0,0,0,0,1,0,0,0,30,1,7,1,1,0,40,0,0
0,0,0,0,0,1,0,0,35,1,16,1,1,1,20,0,0
0,0,1,0,0,0,0,0,47,1,10,1,1,0,40,0,0
1,0,0,0,0,0,0,0,59,1,6,0,1,1,50,1,-2559
0,0,0,0,0,1,0,0,55,1,7,1,1,0,32,0,0
0,0,0,0,0,0,0,1,22,1,11,0,0,0,20,0,0
0,0,0,0,0,0,0,0,31,1,6,0,0,1,40,0,0
0,0,0,0,0,0,0,0,30,1,14,1,1,0,40,1,4386
1,0,0,0,0,0,0,0,24,1,13,0,1,0,48,0,0
0,0,1,0,0,0,0,0,49,1,10,1,1,0,40,0,0
0,0,1,0,0,0,0,0,23,1,4,0,1,0,25,0,0
0,0,0,0,0,0,0,0,50,1,9,0,1,1,35,0,0
0,0,0,0,0,0,0,0,38,1,13,0,0,0,40,0,0
0,0,0,1,0,0,0,0,20,1,10,0,0,1,20,0,0
0,0,1,0,0,0,0,0,49,1,10,1,1,0,50,1,0
0,0,1,0,0,0,0,0,45,1,9,0,0,1,50,0,0
0,0,0,1,0,0,0,0,46,0,13,1,0,0,50,1,0
0,0,1,0,0,0,0,0,19,1,9,0,1,1,30,0,0
1,0,0,0,0,0,0,0,31,0,13,0,1,1,40,0,0
0,0,1,0,0,0,0,0,38,1,9,0,1,1,40,0,0
0,0,1,0,0,0,0,0,56,1,14,1,1,0,50,1,0
1,0,0,0,0,0,0,0,24,1,13,0,1,0,40,0,0
1,0,0,0,0,0,0,0,58,0,9,1,1,0,50,0,0
0,0,1,0,0,0,0,0,28,1,9,1,1,0,40,0,0
0,0,1,0,0,0,0,0,22,1,9,1,1,0,40,0,0
0,0,0,0,0,0,1,0,46,1,9,0,1,0,40,0,0
0,1,0,0,0,0,0,0,30,1,1,0,1,0,40,0,0
0,0,0,0,0,0,0,0,56,1,13,1,1,0,45,1,0
0,0,0,0,0,1,0,0,32,1,9,1,0,0,40,0,0
0,0,0,0,0,0,1,0,56,1,9,1,1,0,44,1,0
1,0,0,0,0,0,0,0,50,1,10,1,1,0,40,0,0
0,0,0,0,0,0,0,1,28,1,9,0,0,1,30,0,0
0,0,0,0,0,0,0,0,30,1,13,0,1,1,40,0,0
0,0,0,0,0,1,0,0,24,1,9,0,1,0,40,0,0
0,0,0,1,0,0,0,0,42,0,11,0,0,1,40,0,0
0,0,1,0,0,0,0,0,31,1,9,1,1,0,40,1,0
0,0,0,0,1,0,0,0,18,1,7,0,0,1,20,0,0
0,0,1,0,0,0,0,0,46,1,6,0,1,1,25,0,0
0,0,0,0,1,0,0,0,31,1,13,0,1,1,65,1,0
0,0,0,1,0,0,0,0,38,0,13,1,1,1,40,1,7688
0,0,0,1,0,0,0,0,44,0,14,1,1,0,40,1,0
1,0,0,0,0,0,0,0,55,1,13,1,1,0,50,1,-2415
0,0,1,0,0,0,0,0,19,1,9,0,1,0,20,0,0
1,0,0,0,0,0,0,0,45,1,14,0,1,1,40,1,0
0,0,1,0,0,0,0,0,50,1,10,1,1,0,70,0,0
0,0,1,0,0,0,0,0,53,1,5,1,1,0,40,0,0
0,0,0,0,1,0,0,0,41,1,13,1,1,0,65,1,99999
0,0,1,0,0,0,0,0,45,1,10,0,0,1,40,0,0
0,0,0,0,0,0,0,0,21,1,6,0,1,1,39,0,0
0,0,0,0,0,1,0,0,37,1,13,1,1,1,40,1,0
0,0,0,0,0,0,0,0,42,0,9,0,0,1,40,0,0
0,0,0,0,0,1,0,0,37,1,9,1,1,0,30,0,0
0,0,0,0,0,1,0,0,46,1,13,0,1,0,40,0,-1590
0,1,0,0,0,0,0,0,45,1,11,1,1,0,60,0,0
0,0,0,0,0,1,0,0,32,1,10,0,1,1,20,0,0
0,0,0,1,0,0,0,0,30,1,15,1,1,0,50,0,0
0,0,0,0,0,0,0,1,57,1,13,1,1,0,80,1,0
0,0,0,0,0,1,0,0,37,1,9,0,1,1,56,0,0
0,0,0,0,0,0,0,1,18,1,10,0,1,1,40,0,0
0,0,0,0,1,0,0,0,32,1,10,1,1,0,40,1,0
0,0,0,1,0,0,0,0,43,1,13,1,1,0,40,1,0
0,0,0,1,0,0,0,0,46,1,14,0,1,1,50,0,6497
0,0,0,0,0,0,0,1,36,1,9,0,1,1,28,0,0
1,0,0,0,0,0,0,0,33,1,14,0,1,1,40,0,0
0,0,0,0,0,0,0,0,48,1,9,0,1,1,40,0,0
0,0,0,0,1,0,0,0,34,1,9,1,1,1,40,0,0
0,1,0,0,0,0,0,0,34,0,10,0,1,0,50,1,0
0,1,0,0,0,0,0,0,33,1,9,0,1,0,40,0,0
1,0,0,0,0,0,0,0,36,1,13,1,1,1,60,0,0
